chat_id,baseline/test,agent_name,promise_to_pay,promise_amount
toe68yQ,baseline,Cece Turner,0,N/A
Wxsdc8cuCN,baseline,Bryan Murphy,0,N/A
74lgdU8,baseline,Bryan Murphy,1,252.52
mayKgNwb32,baseline,Cece Turner,0,N/A
K7b4x2K,baseline,Bryan Murphy,0,N/A
h5Np5ZT,baseline,Bryan Murphy,1,652.36
9uHY5z4,baseline,Cece Turner,0,N/A
AI01v5q2jy,baseline,Bryan Murphy,1,608.94
Mq9rGK8,baseline,Cam Woods,0,N/A
Pv3Crx3,baseline,Cam Woods,1,482.26
cu2W8Drj6S,baseline,Cam Woods,1,386.23
0LbvqRY,baseline,Bryan Murphy,1,437.11
EquNh19,baseline,Cece Turner,0,N/A
2G86QivhTj,baseline,Cece Turner,0,N/A
X8bIlEX,baseline,Cece Turner,0,N/A
1E0gr3zsR5,baseline,Cam Woods,1,508.45
Df9qKfyTDZ,baseline,Cece Turner,0,N/A
N6NNtWX,baseline,Cece Turner,0,N/A
Xmt5eht4x2,baseline,Cece Turner,0,N/A
M24DT4Q,baseline,Bryan Murphy,0,N/A
A5hE8OuE36,baseline,Cam Woods,1,475.93
CuCqsf1,baseline,Cece Turner,0,N/A
sgHp6V7,baseline,Cam Woods,1,136.78
7090pk6,baseline,Cece Turner,0,N/A
jg745P2,baseline,Bryan Murphy,0,N/A
x9v79FU,baseline,Bryan Murphy,1,978.21
mU0O9Qc08h,baseline,Cam Woods,1,20.39
K5S4WFT,baseline,Bryan Murphy,1,126.42
qRWH3B6,baseline,Bryan Murphy,1,909.13
84LQrf3,baseline,Cam Woods,0,N/A
SZ94vYI,baseline,Bryan Murphy,0,N/A
JJ1jJ0U,baseline,Bryan Murphy,1,683.18
w7q6U7R,baseline,Cece Turner,0,N/A
79gUL9D,baseline,Bryan Murphy,1,462.15
GEijlK9,baseline,Cam Woods,1,875.94
4YqcM6A,baseline,Cam Woods,0,N/A
diRH738,baseline,Cam Woods,0,N/A
0eS1p71,baseline,Bryan Murphy,0,N/A
aU9IK8ho95,baseline,Cece Turner,0,N/A
SYodFDzvAo,baseline,Cam Woods,1,957.87
234NPOuIib,baseline,Cece Turner,1,199.97
113P13vY8O,baseline,Cam Woods,0,N/A
e3044sK,baseline,Cece Turner,0,N/A
Z83kQF5,baseline,Cece Turner,1,497.02
Y9l39BR,baseline,Cam Woods,0,N/A
qKt5j2lqmO,baseline,Cece Turner,0,N/A
0es95yT,baseline,Cece Turner,0,N/A
qjCUrThp47,baseline,Bryan Murphy,1,611.8
3wdX045,baseline,Bryan Murphy,0,N/A
4RcMY9I,baseline,Cam Woods,0,N/A
Wx21NHL,baseline,Cam Woods,1,873.75
4mH99o2,baseline,Cece Turner,0,N/A
LoxhZv1,baseline,Cam Woods,0,N/A
6oEwa5pCoY,baseline,Cece Turner,0,N/A
aIU8J6X,baseline,Bryan Murphy,1,564.29
qN4Bi32,baseline,Cece Turner,0,N/A
ERg3o9os82,baseline,Cece Turner,0,N/A
7UD484rQe1,baseline,Bryan Murphy,0,N/A
a5nxdmnTmF,baseline,Bryan Murphy,0,N/A
344wNWQ,baseline,Cece Turner,0,N/A
h2921u9,baseline,Bryan Murphy,0,N/A
8IeFi0c52E,baseline,Cece Turner,0,N/A
t87Z9iqry0,baseline,Cece Turner,0,N/A
3X846NI,baseline,Cece Turner,0,N/A
0i06EsrS22,baseline,Bryan Murphy,1,285.27
7DsnlF0,baseline,Cam Woods,0,N/A
9e6361I,baseline,Bryan Murphy,1,209.97
W4DvpaB,baseline,Bryan Murphy,1,164.54
qgROo8G,baseline,Cece Turner,0,N/A
4P4K69Q,baseline,Cam Woods,1,325.98
70uirep7YV,baseline,Cece Turner,0,N/A
LAgC04t78D,baseline,Cece Turner,0,N/A
Ua3E22z9JY,baseline,Cece Turner,0,N/A
r13xu1e3go,baseline,Bryan Murphy,0,N/A
0FREQBQ,baseline,Cam Woods,1,13.99
0JL35X1,baseline,Cam Woods,0,N/A
BgEQ2Va64w,baseline,Bryan Murphy,0,N/A
8lfNl32,baseline,Bryan Murphy,1,515.23
Zb2n982,baseline,Cam Woods,0,N/A
h8j3QvwhnW,baseline,Bryan Murphy,0,N/A
xqntIW2,baseline,Cece Turner,0,N/A
6x0H2n0,baseline,Bryan Murphy,0,N/A
YM1rYfdFzj,baseline,Cam Woods,0,N/A
1P1OTx9,baseline,Cece Turner,0,N/A
L32Zo0U,baseline,Bryan Murphy,1,707.76
Bg7p0vq002,baseline,Cece Turner,0,N/A
K2pV1fk701,baseline,Bryan Murphy,1,917.35
h0Zyzs8,baseline,Cece Turner,0,N/A
47hzn70,baseline,Cam Woods,0,N/A
62iNElo9c2,baseline,Cece Turner,0,N/A
qb4e57I,baseline,Bryan Murphy,0,N/A
52rVTiO,baseline,Bryan Murphy,0,N/A
KN27Szuqud,baseline,Cece Turner,0,N/A
EHF3vFdfu8,baseline,Bryan Murphy,0,N/A
QUX10Uzr20,baseline,Cece Turner,0,N/A
DM38elh0NO,baseline,Cam Woods,1,780.38
7GRpPRA,baseline,Cece Turner,0,N/A
4ENsw5X,baseline,Cam Woods,1,267.12
91Gkd27,baseline,Cam Woods,0,N/A
Q2JxuvpeuU,baseline,Cece Turner,1,322.48
75Fd3zf3FY,baseline,Cece Turner,0,N/A
1J6w4Sf9ck,baseline,Bryan Murphy,0,N/A
KyQysK6,baseline,Cece Turner,1,91.44
dh1MB9xvWX,baseline,Cam Woods,0,N/A
EQaG3o2,baseline,Bryan Murphy,0,N/A
57805MzQet,baseline,Cece Turner,1,724.95
5RqA5W5,baseline,Cam Woods,1,744.94
W0MY21try8,baseline,Cam Woods,0,N/A
yJ0p4T9,baseline,Cam Woods,0,N/A
bMMp3LwF4I,baseline,Cece Turner,0,N/A
849S9R5,baseline,Cece Turner,0,N/A
v6xKAH5,baseline,Cece Turner,0,N/A
Ds8Aby0,baseline,Cam Woods,0,N/A
tiTxKmO,baseline,Cam Woods,0,N/A
V5vF11E,baseline,Cam Woods,0,N/A
tgV1KYbPH3,baseline,Cam Woods,0,N/A
CPoutlr4Gv,baseline,Cece Turner,0,N/A
Rt78t4W,baseline,Bryan Murphy,1,827.66
QlYa70sg43,baseline,Cece Turner,0,N/A
UDp0QXd58j,baseline,Cece Turner,0,N/A
uUv8w6e3V4,baseline,Cece Turner,0,N/A
Er2DYtY,baseline,Cece Turner,0,N/A
rNX9e45,baseline,Cece Turner,0,N/A
4TIaG2b3ku,baseline,Cece Turner,0,N/A
rcZV9J7,baseline,Cam Woods,0,N/A
Axng6h2,baseline,Cam Woods,1,887.52
34bf6G4,baseline,Bryan Murphy,1,304.84
9zXMrCT,baseline,Cece Turner,0,N/A
y2H2EJK,baseline,Cece Turner,0,N/A
opF9G0dRcr,baseline,Cece Turner,0,N/A
I59xXoF,baseline,Cam Woods,1,813.35
yb3gh7iX6p,baseline,Bryan Murphy,1,52.02
L32WHNi35W,baseline,Cece Turner,0,N/A
42Hy0e6,baseline,Cece Turner,1,662.82
vvmE51O,baseline,Cece Turner,0,N/A
tcqHfEK,baseline,Bryan Murphy,1,167.4
Znq77D6,baseline,Cam Woods,0,N/A
SuB7Yc5,baseline,Cece Turner,0,N/A
t3baVw2,baseline,Cece Turner,0,N/A
5R5u5t0,baseline,Cece Turner,0,N/A
ZwN6e5Q,baseline,Cam Woods,1,993.94
78FrBkI,baseline,Cece Turner,1,506.68
MYzpzbzjZT,baseline,Cam Woods,0,N/A
1QoG17zNY7,baseline,Bryan Murphy,0,N/A
s3h3MgV,baseline,Bryan Murphy,1,903.52
6UX05uawul,baseline,Cam Woods,0,N/A
740BOj5,baseline,Bryan Murphy,0,N/A
15FXgtmG2z,baseline,Cam Woods,1,982.4
qUmJ86M,baseline,Bryan Murphy,1,31.44
n5c5mcX,baseline,Bryan Murphy,0,N/A
7ooMSAQ,baseline,Cam Woods,1,168.68
LnwVn0Z,baseline,Cece Turner,0,N/A
gVFxKx0,baseline,Cam Woods,0,N/A
218aI13,baseline,Bryan Murphy,0,N/A
Tmbg361,baseline,Bryan Murphy,1,609.65
0imwPnn3FF,baseline,Cece Turner,0,N/A
6soJGtM,baseline,Cece Turner,0,N/A
h43rlAu3sd,baseline,Cece Turner,0,N/A
KCy1UDV,baseline,Cece Turner,0,N/A
bg6EWAtElu,baseline,Bryan Murphy,1,661.32
uIm38qM,baseline,Cam Woods,0,N/A
RthwxCX,baseline,Cam Woods,1,767.78
89pqN8C,baseline,Bryan Murphy,1,673.21
7NF49Sq52a,baseline,Bryan Murphy,1,283.45
GbjLr26,baseline,Bryan Murphy,0,N/A
u6dTd57,baseline,Cece Turner,0,N/A
29wIpqM,baseline,Cece Turner,0,N/A
CU19p3M,baseline,Cece Turner,0,N/A
WVF9FdN,baseline,Bryan Murphy,0,N/A
cohG00H,baseline,Cece Turner,0,N/A
kIfXc23,baseline,Cece Turner,0,N/A
1N1BGGL,baseline,Cam Woods,1,793
6rpQ5YmY3V,baseline,Cece Turner,0,N/A
RPPJ9xK,baseline,Bryan Murphy,0,N/A
8A65v96,baseline,Cam Woods,1,901.81
HiRaZ0uWsW,baseline,Cece Turner,0,N/A
n0ENZtq51b,baseline,Cece Turner,1,46.13
0O9BV13,baseline,Bryan Murphy,1,913.06
L8C3bfV,baseline,Cam Woods,1,571.7
6Qa8226,baseline,Cam Woods,0,N/A
ojZltu2,baseline,Cam Woods,0,N/A
mm2OSRV,baseline,Bryan Murphy,1,542.25
Ckf0ieK,baseline,Cece Turner,1,382.49
Mx87nXB,baseline,Cece Turner,1,878.74
WgO8s4yo3T,baseline,Bryan Murphy,0,N/A
fBuoA11,baseline,Cam Woods,0,N/A
22H12a0,baseline,Bryan Murphy,1,940.72
Kh51WV6,baseline,Cam Woods,1,522.32
GSNzW2a0AU,baseline,Bryan Murphy,1,638.35
NR6j82D,baseline,Bryan Murphy,0,N/A
PmU32IQ,baseline,Bryan Murphy,0,N/A
0e2zgcQ,baseline,Bryan Murphy,1,770.11
2zyaHcJ,baseline,Cece Turner,0,N/A
mCdhSlB,baseline,Bryan Murphy,1,796.99
Yz1RWnzGW9,baseline,Bryan Murphy,1,547.86
Hf7517Q,baseline,Bryan Murphy,1,143.44
xyg76dM,baseline,Cam Woods,1,88.99
eVL70B3,baseline,Cece Turner,0,N/A
DlCZH41,baseline,Cam Woods,0,N/A
V1xxtKI,baseline,Cam Woods,0,N/A
1ySOso0,baseline,Bryan Murphy,0,N/A
FsjSoAR,baseline,Bryan Murphy,1,658.13
EO1JO4o9dj,baseline,Cece Turner,1,362.89
G1SnSc5,baseline,Cam Woods,1,58.37
03qc8QY,baseline,Bryan Murphy,0,N/A
YH9u8GQ,baseline,Bryan Murphy,1,767.23
Rb99UoZ,baseline,Cece Turner,0,N/A
8fRK9luctx,baseline,Cam Woods,0,N/A
F5H65Qjyv6,baseline,Cam Woods,0,N/A
k49Wsi3,baseline,Cam Woods,1,653.17
K1EFhrx42Y,baseline,Bryan Murphy,0,N/A
fE2Wph0,baseline,Cece Turner,1,931.39
xy9a0ueOaR,baseline,Cece Turner,1,92.84
2nAhv6kS9V,baseline,Bryan Murphy,0,N/A
V3Cj4MymQr,baseline,Cam Woods,1,910.35
Bz9jdvY,baseline,Cam Woods,0,N/A
8Jl7n4w2Wg,baseline,Cam Woods,0,N/A
Hw0em98,baseline,Cece Turner,0,N/A
J5sysgA,baseline,Cece Turner,0,N/A
ZY9f3Y4,baseline,Cam Woods,0,N/A
qm8UJmM,baseline,Cece Turner,0,N/A
agf5y6Z,baseline,Cece Turner,0,N/A
0oxuJHJ,baseline,Cece Turner,0,N/A
y3WNKe5,baseline,Cam Woods,0,N/A
0b4n3t9,baseline,Cam Woods,0,N/A
Xcycj3yDSJ,baseline,Cece Turner,0,N/A
FUBE0yjKl0,baseline,Bryan Murphy,0,N/A
SEQy6XC,baseline,Cece Turner,1,176.59
1sITWSX,baseline,Cam Woods,0,N/A
BNsWZ5yT1F,baseline,Cece Turner,0,N/A
17pX6Nk0rc,baseline,Cece Turner,0,N/A
xzzmoDT,baseline,Bryan Murphy,1,355.31
wy246v5,baseline,Cam Woods,0,N/A
lO0Vth9,baseline,Cece Turner,0,N/A
2JEaJ1yCJQ,baseline,Bryan Murphy,1,725.64
T9rhnSV,baseline,Cam Woods,0,N/A
Cbj00Xpr5S,baseline,Cece Turner,0,N/A
L9aAY9O,baseline,Cece Turner,0,N/A
32H16I3,baseline,Bryan Murphy,1,198.99
T9168R5,baseline,Bryan Murphy,1,844.74
jf5C496,baseline,Bryan Murphy,1,544.37
MnGfhI4,baseline,Cece Turner,0,N/A
90pKnI3,baseline,Cam Woods,0,N/A
U06d3i2,baseline,Cece Turner,0,N/A
we2KdNX,baseline,Bryan Murphy,0,N/A
ox6QD8xXym,baseline,Cam Woods,0,N/A
26sfcZV,baseline,Cece Turner,1,717.26
WQ85P1B,baseline,Bryan Murphy,0,N/A
3qn510dl7V,baseline,Cece Turner,1,153.4
6M95p43,baseline,Cece Turner,0,N/A
ZAa48BxfQM,baseline,Cam Woods,1,907.64
3HhEyGU,baseline,Cam Woods,0,N/A
l91kkVsJ0W,baseline,Bryan Murphy,1,19.21
Ch9FZM6,baseline,Cam Woods,1,488.49
kRFx5J9,baseline,Cece Turner,1,813.47
CO179VM,baseline,Cece Turner,1,383.73
g4Y3ORefJV,baseline,Cam Woods,0,N/A
4uZWvH8,baseline,Bryan Murphy,1,391.55
wl8SPB5,baseline,Cece Turner,0,N/A
wbn3j5Q,baseline,Bryan Murphy,1,505.38
20o44aS,baseline,Cam Woods,1,798.71
Gc3e08n75N,baseline,Cece Turner,1,107.01
N0Rism6,baseline,Cam Woods,0,N/A
aEQwmw9,baseline,Bryan Murphy,1,565.97
z4yL3mW,baseline,Cece Turner,0,N/A
96ONky8,baseline,Cece Turner,0,N/A
x4IWBdmo9V,baseline,Cam Woods,0,N/A
A71Z94O,baseline,Cam Woods,0,N/A
LglctUD,baseline,Cece Turner,0,N/A
M7H4BtM,baseline,Bryan Murphy,1,133.05
wOocm1qiF0,baseline,Bryan Murphy,1,591.71
ZZN827vg5y,baseline,Cam Woods,0,N/A
cc5I1tyb8j,baseline,Cece Turner,0,N/A
5Q4Nz8oI0e,baseline,Cam Woods,0,N/A
w882mh5,baseline,Cam Woods,0,N/A
qI7n0F2,baseline,Bryan Murphy,0,N/A
mXD9Xu5,baseline,Bryan Murphy,0,N/A
csdDa8x316,baseline,Bryan Murphy,1,999.57
C0uF3Q2,baseline,Cece Turner,0,N/A
mBI8Iuv2mB,baseline,Cam Woods,1,492.16
x1c7a18,baseline,Bryan Murphy,1,758.35
2k5UqhjAZy,baseline,Cece Turner,0,N/A
8U30547,baseline,Cece Turner,0,N/A
Ukp87PehT2,baseline,Cece Turner,0,N/A
7F6a5Vl95u,baseline,Cam Woods,0,N/A
tI0iA1a7BI,baseline,Cece Turner,0,N/A
24BdXUX,baseline,Cece Turner,0,N/A
jYXEd97,baseline,Cam Woods,0,N/A
HBfr5i0,baseline,Cam Woods,0,N/A
k797J43,baseline,Cam Woods,1,880.35
p5F92BB,baseline,Cece Turner,0,N/A
N9F4Kjt8nf,baseline,Cece Turner,0,N/A
g76bANZ,baseline,Cece Turner,0,N/A
ORMLGp3,baseline,Bryan Murphy,0,N/A
i39zUgfcVL,baseline,Cam Woods,1,911.49
5bd26E0,baseline,Cam Woods,0,N/A
DGN0JytvH8,baseline,Cece Turner,0,N/A
sGD48a5,baseline,Cam Woods,0,N/A
5e64cT9,baseline,Cece Turner,1,494.77
u8TFm1lK55,baseline,Cam Woods,0,N/A
d6XqX39,baseline,Cece Turner,0,N/A
jOllytS,baseline,Cece Turner,0,N/A
151IXNK,baseline,Cece Turner,0,N/A
md2nh0r703,baseline,Bryan Murphy,1,576.74
39azlHw2Xt,baseline,Bryan Murphy,0,N/A
714t224,baseline,Cam Woods,1,117.88
G8D8L16,baseline,Cam Woods,0,N/A
E2u1z0N,baseline,Cam Woods,0,N/A
aUPMTjv12d,baseline,Bryan Murphy,0,N/A
0sQ99WF,baseline,Cece Turner,0,N/A
Pl9LC03,baseline,Cece Turner,0,N/A
62RU9Za0GK,baseline,Cece Turner,0,N/A
Q7z8T93,baseline,Bryan Murphy,1,93.4
lvIo5RbkTU,baseline,Cece Turner,0,N/A
P5k3whI,baseline,Cece Turner,0,N/A
Q6rX27P,baseline,Cece Turner,1,958.58
MLhgC6nax2,baseline,Cam Woods,0,N/A
YyokN3F,baseline,Bryan Murphy,1,362.77
j401wWjSup,baseline,Bryan Murphy,1,605.1
RjpgVb5,baseline,Cam Woods,0,N/A
Igir2OZ,baseline,Cam Woods,0,N/A
4lx51ac764,baseline,Cam Woods,0,N/A
d95YI47,baseline,Cece Turner,0,N/A
2nEuPJ6,baseline,Cece Turner,0,N/A
e53kMJY,baseline,Cam Woods,1,854.53
pkUHGTS,baseline,Bryan Murphy,1,789.57
59qp5cq6BE,baseline,Cam Woods,0,N/A
59w9vh0,baseline,Cece Turner,1,846.54
HXNWS1G,baseline,Cam Woods,1,431.06
B7ZZD7C,baseline,Cam Woods,0,N/A
q4J1IM4,baseline,Bryan Murphy,1,181.89
4IwAHv2,baseline,Cam Woods,1,804.88
6Razen7,baseline,Bryan Murphy,1,541.34
T67yqHN,baseline,Cam Woods,0,N/A
534Fw4I,baseline,Cece Turner,0,N/A
BEa7ZgO,baseline,Bryan Murphy,0,N/A
wQoAJ89,baseline,Cece Turner,0,N/A
mO8GkwK,baseline,Cece Turner,1,940.97
0vzF8r3,baseline,Cece Turner,0,N/A
7wKVQ0xzU3,baseline,Cece Turner,1,296.86
6qGQ28C,baseline,Cam Woods,1,749.53
bAl0116,baseline,Bryan Murphy,1,789.81
9C578t3,baseline,Cam Woods,1,332.65
Epn8g4M,baseline,Cam Woods,1,182.07
Ga4u51W,baseline,Cece Turner,0,N/A
FIDC6VR,baseline,Bryan Murphy,1,307.73
07h54nf760,baseline,Cece Turner,0,N/A
xhttcYy43x,baseline,Cam Woods,1,580.64
RF7dvsO,baseline,Cece Turner,0,N/A
Shd5eq5,baseline,Cam Woods,0,N/A
77CTS8K,baseline,Cece Turner,0,N/A
iLEoTVJ,baseline,Cece Turner,0,N/A
9672WEZ,baseline,Cece Turner,0,N/A
XNolUHP,baseline,Bryan Murphy,1,195.49
O06WfnQ,baseline,Bryan Murphy,1,171.18
jjEZu66,baseline,Bryan Murphy,0,N/A
A0x80pS,baseline,Cece Turner,1,489.43
ri3r2J4,baseline,Cece Turner,0,N/A
Ag3bFjqkBF,baseline,Cam Woods,0,N/A
YGHQ2jazYy,baseline,Cam Woods,0,N/A
kekis0P,baseline,Cece Turner,0,N/A
4m6T83S,baseline,Cam Woods,0,N/A
9Lr7Z1gFW9,baseline,Cece Turner,0,N/A
O8dRxuQ,baseline,Bryan Murphy,1,52.04
39MgrYN,baseline,Cam Woods,0,N/A
sVU4Rwq64z,baseline,Bryan Murphy,0,N/A
4MddFm3,baseline,Bryan Murphy,0,N/A
2AVUaOX,baseline,Cam Woods,1,880.93
3Yl85eA,baseline,Cam Woods,0,N/A
SBeM927,baseline,Cam Woods,0,N/A
3F9S3kr777,baseline,Cam Woods,1,276.97
F8697VM,baseline,Cam Woods,0,N/A
m1BBoRp451,baseline,Cece Turner,1,132.14
A26PrQW,baseline,Cam Woods,1,293.79
VH9so37,baseline,Cam Woods,0,N/A
6Wce863,baseline,Bryan Murphy,0,N/A
j0HFm1V,baseline,Bryan Murphy,1,255.79
xv2JmWV,baseline,Cam Woods,0,N/A
pZj699J,baseline,Bryan Murphy,0,N/A
05HqiJebLp,baseline,Cece Turner,0,N/A
Z5qKg7toBX,baseline,Bryan Murphy,0,N/A
28WFV9J,baseline,Cece Turner,0,N/A
8Q8294Q,baseline,Cece Turner,0,N/A
LUvZD1X,baseline,Cece Turner,0,N/A
6e121J9,baseline,Cam Woods,1,484.76
479h7ikg6f,baseline,Cam Woods,0,N/A
dM5vW9N,baseline,Bryan Murphy,1,700.55
O0zUL7M,baseline,Cam Woods,0,N/A
k0Mn4VjE22,baseline,Bryan Murphy,0,N/A
k8dW82P,baseline,Cece Turner,0,N/A
1PrnK6q0e6,baseline,Cam Woods,0,N/A
WkUW2et7u5,baseline,Bryan Murphy,1,406.26
65y882h0wn,baseline,Cece Turner,0,N/A
dcQ494G,baseline,Cece Turner,0,N/A
o3jPBL5,baseline,Cam Woods,0,N/A
30RrCt8,baseline,Cam Woods,1,26.31
OWG1438,baseline,Bryan Murphy,1,440.82
207giG3,baseline,Cam Woods,1,142.56
4i4C34uBup,baseline,Bryan Murphy,1,748.94
y67X3n4,baseline,Bryan Murphy,1,563.52
4C0cS2Z,baseline,Cece Turner,0,N/A
1v010ugBF8,baseline,Cece Turner,0,N/A
0e502Z1,baseline,Cam Woods,1,49.5
nqRqS4S,baseline,Cam Woods,0,N/A
jGbwhjC,baseline,Bryan Murphy,0,N/A
30D6Y1pAL4,baseline,Cece Turner,0,N/A
957v85n8jg,baseline,Bryan Murphy,0,N/A
tD0vDWN,baseline,Cam Woods,0,N/A
rG5oC6W,baseline,Bryan Murphy,1,340.92
nx612a7,baseline,Bryan Murphy,1,567.77
9P9lnvM,baseline,Bryan Murphy,1,293.57
d77Gf2E,baseline,Cece Turner,0,N/A
9z21KiX,baseline,Cece Turner,0,N/A
U9qAaCI,baseline,Bryan Murphy,1,632.42
lsC695L,baseline,Bryan Murphy,0,N/A
J2059nx10R,baseline,Bryan Murphy,1,230.38
1tQUBMS,baseline,Cam Woods,0,N/A
VmcPBR1,baseline,Bryan Murphy,0,N/A
8rQq5ac390,baseline,Cam Woods,0,N/A
Jj87Kx7,baseline,Cece Turner,0,N/A
72l7tm1,baseline,Cece Turner,0,N/A
8N9VzZD,baseline,Bryan Murphy,1,383.52
E4FyI13,baseline,Cam Woods,0,N/A
07kPvqvUX9,baseline,Bryan Murphy,1,366.84
UPFoakX,baseline,Cece Turner,0,N/A
50a9B1z6wY,baseline,Cam Woods,0,N/A
a31Laow3ZR,baseline,Bryan Murphy,0,N/A
FP25x52,baseline,Bryan Murphy,1,59.78
mE4HC7jPaz,baseline,Bryan Murphy,0,N/A
tqzeyX0,baseline,Bryan Murphy,1,898.83
WLw0VYK,baseline,Bryan Murphy,1,101.66
j8ns407,baseline,Cece Turner,0,N/A
7Skmxh2,baseline,Cam Woods,1,587.65
WjKx3Uhae8,baseline,Cece Turner,0,N/A
stvRYwW,baseline,Cam Woods,0,N/A
V4rbKVx4rR,baseline,Cece Turner,0,N/A
u93699M,baseline,Cece Turner,0,N/A
rETnsmubO2,baseline,Cece Turner,0,N/A
0p15IFR,baseline,Cece Turner,0,N/A
u5K3o78,baseline,Cece Turner,0,N/A
xLAh1e2,baseline,Bryan Murphy,0,N/A
D0Q4EY5,baseline,Bryan Murphy,0,N/A
ChBjL9ahiB,baseline,Bryan Murphy,0,N/A
f9Ldu42,baseline,Bryan Murphy,0,N/A
5Kutz6H,baseline,Cece Turner,0,N/A
464xM1tTuw,baseline,Cece Turner,0,N/A
g57zWSlNqm,baseline,Cece Turner,0,N/A
MnD0V66,baseline,Cece Turner,0,N/A
J3Y8NInH88,baseline,Bryan Murphy,1,53.79
6pi4E6L,baseline,Bryan Murphy,1,976.78
Ja1558D,baseline,Bryan Murphy,0,N/A
eMB5HZdi9P,baseline,Cam Woods,1,898.33
NgU993xjU6,baseline,Cam Woods,0,N/A
GgOq7kgdy9,baseline,Cece Turner,0,N/A
s6930sL,baseline,Bryan Murphy,1,356.93
46XhPtcqVl,baseline,Cam Woods,0,N/A
80mvHq7,baseline,Bryan Murphy,0,N/A
EWRjoFq9A2,baseline,Bryan Murphy,1,591.22
ciW5y2W,baseline,Cece Turner,0,N/A
6gxZqi8,baseline,Cam Woods,0,N/A
Do1E0PT,baseline,Cam Woods,0,N/A
383mL4O,baseline,Cece Turner,0,N/A
SkOfnYqVnU,baseline,Bryan Murphy,1,568.79
b6Fo849,baseline,Cece Turner,0,N/A
uk8icQqu9c,baseline,Cece Turner,0,N/A
7beNDK1,baseline,Cece Turner,0,N/A
bybjNphG3l,baseline,Bryan Murphy,1,954.36
6SVMXL3,baseline,Cece Turner,0,N/A
YoJgNZbnbv,baseline,Cam Woods,1,688.84
nEHz2Sk7ac,baseline,Bryan Murphy,0,N/A
75LZNrL,baseline,Cece Turner,0,N/A
Fas5211,baseline,Bryan Murphy,1,714.2
1wLLPxJ,baseline,Cam Woods,0,N/A
9LMPhEr0cJ,baseline,Bryan Murphy,1,923.18
RiUU72qp5i,baseline,Bryan Murphy,1,370.82
63fjSbR,baseline,Bryan Murphy,1,543.6
9hWXKd5,baseline,Cece Turner,0,N/A
iVjdhV0,baseline,Cam Woods,1,284.02
ZSKIg95,baseline,Cece Turner,0,N/A
9dbg63lyzg,baseline,Cam Woods,1,669.53
7UvQ0wI,baseline,Cece Turner,0,N/A
n2oV7VI,baseline,Bryan Murphy,0,N/A
f61o855,baseline,Cam Woods,1,881.51
eb0C7sin19,baseline,Cam Woods,0,N/A
0K6CSCb1ZZ,baseline,Cece Turner,0,N/A
IBvD4p2,baseline,Cece Turner,0,N/A
5ya4VyjC5S,baseline,Cam Woods,0,N/A
6oHB9oU,baseline,Bryan Murphy,0,N/A
XIMXQ6E,baseline,Cam Woods,1,774.28
AagbE4bvYd,baseline,Cam Woods,0,N/A
qsaXK9B,baseline,Bryan Murphy,1,281.18
3d0uX1cz3G,baseline,Cece Turner,0,N/A
8QDa3ZZ,baseline,Cam Woods,0,N/A
MD0WH3fJdu,baseline,Cam Woods,1,190.16
LPNn1j0,baseline,Cam Woods,1,960.42
VNsQt58,baseline,Bryan Murphy,1,926.35
Wf1JI38,baseline,Cece Turner,0,N/A
96hN5hN,baseline,Cece Turner,0,N/A
tT44KhxmNc,baseline,Cece Turner,0,N/A
KEGdItT,baseline,Bryan Murphy,1,292.23
1TTkUHeWLm,baseline,Cece Turner,0,N/A
k8sVRN5,baseline,Cam Woods,0,N/A
1jQ6Bm7,baseline,Bryan Murphy,1,229.64
7n96e5r7W5,baseline,Cece Turner,0,N/A
ZY1013nE3m,baseline,Bryan Murphy,1,571.68
BuETI17,baseline,Cece Turner,1,995.26
6VwClmR,baseline,Cece Turner,0,N/A
wPNN7Q7,baseline,Cam Woods,0,N/A
1o27HCJ,baseline,Bryan Murphy,1,765.48
WmbcX5gJZA,baseline,Bryan Murphy,1,93.53
712358dAS4,baseline,Cam Woods,0,N/A
8hLUI2f6ws,baseline,Cece Turner,0,N/A
nf5R5E2,baseline,Bryan Murphy,1,10.1
35kVIbX,baseline,Cece Turner,0,N/A
KS8v4mB,baseline,Bryan Murphy,0,N/A
8xn67F1,baseline,Cece Turner,0,N/A
SM1D157,baseline,Cece Turner,0,N/A
9i74aU2,baseline,Bryan Murphy,0,N/A
Qn0T4xb61j,baseline,Cece Turner,0,N/A
KaPt8ZH,baseline,Cam Woods,1,405.69
0lQg0x7,baseline,Bryan Murphy,1,636.49
L2kuy7E,baseline,Cece Turner,0,N/A
nh5G1jtBFj,baseline,Cece Turner,0,N/A
ur2tjp9,baseline,Cam Woods,0,N/A
aDG65lY,baseline,Cece Turner,0,N/A
JYqmc0M,baseline,Cece Turner,0,N/A
HhxiTA5,baseline,Cece Turner,0,N/A
v0h1g5nt0J,baseline,Cam Woods,1,21.57
735jgR2,baseline,Bryan Murphy,0,N/A
mF7wIlB,baseline,Cam Woods,0,N/A
vlROT7Z,baseline,Cece Turner,0,N/A
7HM4aBC,baseline,Bryan Murphy,1,84.53
fT1UuZo82g,baseline,Cece Turner,0,N/A
oIu3T0K,baseline,Cece Turner,0,N/A
S0bZgqS,baseline,Cam Woods,1,898.77
7954QOz68z,baseline,Bryan Murphy,0,N/A
8qIc3G8,baseline,Cece Turner,0,N/A
